"","uid_max","visitor_access_level","total_days","other.web.sites","search.engines","social.networks","typed_bookmarked","Purchase.IDs","product","last_touch_referrer"
"873","1567571","anonymous",1,0,0,0,1,"D6003784","Premium (Digital + Print)","typed/bookmarked"
"874","1567585","anonymous",1,0,1,0,0,"D6003801","Digital Only - Monthly","search engines"
"875","1567607","reg",1,0,1,0,0,"D6003834","Digital Only - Monthly","search engines"
"876","1567622","anonymous",1,0,1,0,0,"D6003885","Digital Only - Monthly","search engines"
"877","1567623","reg",5,0,5,0,1,"D6297360","Digital Only - Monthly","typed/bookmarked"
"878","1567666","anonymous",1,0,1,0,0,"D6003945","Digital Only - Monthly","search engines"
"879","1567675","anonymous",1,0,1,0,0,"D6003969","Digital Only - Monthly","search engines"
"880","1567681","subscribed",1,0,0,0,1,"D6003978","All Access","typed/bookmarked"
"881","1567724","reg",1,0,1,0,0,"D6014549","Digital Only - Monthly","search engines"
"882","1567760","anonymous",1,0,0,0,1,"D6014601","Premium (Digital + Print)","typed/bookmarked"
"883","1567761","anonymous",1,0,1,0,0,"D6014603","Digital Only - Monthly","search engines"
"884","1567764","anonymous",1,0,0,1,0,"D6014634","Digital Only - Annual","social networks"
"885","1567770","reg",1,0,0,0,1,"D6014647","Digital Only - Monthly","typed/bookmarked"
"886","1567773","anonymous",1,0,0,0,1,"D6014652","Digital Only - Annual","typed/bookmarked"
"887","1567806","anonymous",1,0,1,0,0,"D6020616","Digital Only - Monthly","search engines"
"888","1567849","reg",1,0,0,0,1,"D6020905","Premium (Digital + Print)","typed/bookmarked"
"889","1567850","anonymous",1,0,1,0,0,"D6020898","Digital Only - Monthly","search engines"
"890","1567854","reg",11,9,3,0,2,"D6103090","Digital Only - Annual","other web sites"
"891","1567857","reg",6,4,0,0,12,"D6039809","Digital Only - Annual","typed/bookmarked"
"892","1567865","anonymous",1,0,0,0,1,"D6021020","Digital Only - Annual","typed/bookmarked"
"893","1567879","anonymous",1,0,0,1,0,"D6021112","Digital Only - Monthly","social networks"
"894","1567894","anonymous",1,0,1,0,0,"D6026512","Digital Only - Monthly","search engines"
"895","1567902","anonymous",1,0,0,1,0,"D6026560","Digital Only - Monthly","social networks"
"896","1567909","reg",1,0,1,0,1,"D6026575","Digital Only - Monthly","search engines"
"897","1567912","reg",6,0,3,0,4,"D6089543","Digital Only - Annual","typed/bookmarked"
"898","1567930","reg",3,1,0,0,2,"D6039673","Digital Only - Annual","other web sites"
"899","1567941","anonymous",1,0,0,0,1,"D6026594","All Access","typed/bookmarked"
"900","1567955","anonymous",1,0,1,0,0,"D6026606","Digital Only - Annual","search engines"
"901","1567959","reg",2,1,1,0,2,"D6027437","Digital Only - Monthly","other web sites"
"902","1567981","anonymous",1,0,0,0,1,"D6026611","Digital Only - Monthly","typed/bookmarked"
"903","1567994","reg",2,0,0,0,3,"D6072674","Digital Only - Annual","typed/bookmarked"
"904","1567998","anonymous",1,0,0,0,1,"D6026626","Digital Only - Annual","typed/bookmarked"
"905","1568023","anonymous",1,0,0,0,1,"D6026662","Digital Only - Annual","typed/bookmarked"
"906","1568029","anonymous",1,0,1,0,0,"D6026675","Digital Only - Monthly","search engines"
"907","1568039","reg",3,1,0,0,2,"D6042836","Digital Only - Annual","typed/bookmarked"
"908","1568040","reg",1,0,1,0,0,"D6026735","Digital Only - Monthly","search engines"
"909","1568052","anonymous",1,0,1,0,0,"D6026746","Digital Only - Monthly","search engines"
"910","1568071","anonymous",1,0,0,0,1,"D6026914","Premium (Digital + Print)","typed/bookmarked"
"911","1568071166451588388_6939783885619918422","anonymous",1,0,1,0,0,"D5938963","Digital Only - Annual","search engines"
"912","1568074","anonymous",1,0,1,0,0,"D6026928","Digital Only - Monthly","search engines"
"913","1568104","anonymous",1,0,1,0,0,"D6027056","Digital Only - Monthly","search engines"
"914","1568121","anonymous",1,0,1,0,0,"D6027153","Digital Only - Monthly","search engines"
"915","1568131","reg",1,0,1,0,0,"D6027178","Digital Only - Monthly","search engines"
"916","1568138","reg",2,1,1,0,0,"D6074565","Digital Only - Monthly","other web sites"
"917","1568140","reg",3,0,2,0,1,"D6154605","Digital Only - Annual","search engines"
"918","1568159","subscribed",1,0,1,1,0,"D6027290","Digital Only - Monthly","search engines"
"919","1568169","reg",4,0,0,1,3,"D6043234","Digital Only - Annual","typed/bookmarked"
"920","1568260","reg",3,0,1,0,2,"D6090248","Digital Only - Monthly","typed/bookmarked"
"921","1568303","anonymous",1,1,0,0,0,"D6027607","Premium (Digital + Print)","other web sites"
"922","1568315","anonymous",1,0,1,0,0,"D6027630","Premium (Digital + Print)","search engines"
"923","1568331","reg",1,0,1,0,0,"D6027719","Digital Only - Monthly","search engines"
"924","1568346","anonymous",1,0,0,0,1,"D6027784","Premium (Digital + Print)","typed/bookmarked"
"925","1568352","subscribed",1,0,2,0,0,"D6027850","Premium (Digital + Print)","search engines"
"926","1568365","reg",12,0,0,0,15,"D6286600","Digital Only - Annual","typed/bookmarked"
"927","1568374","anonymous",1,1,0,0,0,"D6028243","All Access","other web sites"
"928","1568378","anonymous",1,0,0,1,0,"D6028248","Digital Only - Monthly","social networks"
"929","1568380","anonymous",1,0,1,0,0,"D6028255","Digital Only - Annual","search engines"
"930","1568384","reg",1,0,1,0,1,"D6028261","Digital Only - Monthly","search engines"
"931","1568390","reg",8,5,3,0,9,"D6264412","Digital Only - Annual","search engines"
"932","1568397","reg",1,0,1,0,0,"D6028292","Digital Only - Annual","search engines"
"933","1568441","anonymous",1,0,1,0,0,"D6029532","Digital Only - Annual","search engines"
"934","1568442","anonymous",1,0,0,1,0,"D6029535","Digital Only - Monthly","social networks"
"935","1568444","anonymous",1,0,1,0,0,"D6029539","Digital Only - Monthly","search engines"
"936","1568461","anonymous",1,0,0,0,1,"D6029600","Digital Only - Annual","typed/bookmarked"
"937","1568512","reg",4,3,2,0,2,"D6073574","Digital Only - Monthly","typed/bookmarked"
"938","1568522","anonymous",1,0,0,0,1,"D6029632","Digital Only - Monthly","typed/bookmarked"
"939","1568580","anonymous",1,1,0,0,0,"D6029662","Digital Only - Annual","other web sites"
"940","1568609","reg",1,0,1,0,1,"D6029681","Digital Only - Monthly","search engines"
"941","1568617","reg",4,0,0,0,5,"D6095286","Digital Only - Annual","typed/bookmarked"
"942","1568626","subscribed",2,0,0,1,2,"D6258527","Digital Only - Annual","typed/bookmarked"
"943","1568631","reg",1,0,1,0,0,"D6029701","Digital Only - Monthly","search engines"
"944","1568636","anonymous",1,0,1,0,0,"D6029705","Digital Only - Annual","search engines"
"945","1568640","reg",1,0,1,0,0,"D6029721","Digital Only - Monthly","search engines"
"946","1568645","anonymous",1,1,0,0,0,"D6029742","Digital Only - Monthly","other web sites"
"947","1568705","anonymous",1,0,1,0,0,"D6029875","Digital Only - Monthly","search engines"
"948","1568710","anonymous",1,1,0,0,1,"D6029917","Premium (Digital + Print)","other web sites"
"949","1568722","subscribed",5,1,2,0,6,"D6056543","All Access","typed/bookmarked"
"950","1568737","anonymous",1,0,1,0,0,"D6030113","All Access","search engines"
"951","1568745","anonymous",1,0,1,0,0,"D6030196","All Access","search engines"
"952","1568757","anonymous",1,0,0,0,1,"D6030298","Digital Only - Monthly","typed/bookmarked"
"953","1568760","anonymous",1,0,0,0,1,"D6030311","Digital Only - Annual","typed/bookmarked"
"954","1568778","anonymous",1,0,1,0,0,"D6030348","Digital Only - Monthly","search engines"
"955","1568787","anonymous",1,1,1,0,0,"D6030358","Digital Only - Monthly","other web sites"
"956","1568941","anonymous",1,0,1,0,0,"D6030576","Premium (Digital + Print)","search engines"
"957","1568976","reg",4,1,0,1,3,"D6072868","Digital Only - Annual","typed/bookmarked"
"958","1568978","subscribed",1,0,2,0,0,"D6030643","Digital Only - Monthly","search engines"
"959","1569002","anonymous",1,0,1,0,0,"D6030696","Premium (Digital + Print)","search engines"
"960","1569030","reg",5,0,6,0,2,"D6225706","Digital Only - Annual","typed/bookmarked"
"961","1569098","subscribed",1,1,1,0,1,"D6031142","Digital Only - Annual","search engines"
"962","1569104","anonymous",1,0,1,0,0,"D6031148","All Access","search engines"
"963","1569108","anonymous",1,0,1,0,0,"D6031149","All Access","search engines"
"964","1569120","anonymous",1,0,1,0,0,"D6031344","Digital Only - Annual","search engines"
"965","1569128","anonymous",1,0,1,0,0,"D6031351","Digital Only - Annual","search engines"
"966","1569134","anonymous",1,0,1,0,0,"D6031356","Digital Only - Monthly","search engines"
"967","1569141","reg",1,1,1,0,0,"D6031362","Digital Only - Annual","other web sites"
"968","1569173","anonymous",1,0,0,1,0,"D6031390","Digital Only - Monthly","social networks"
"969","1569206","reg",1,0,1,0,1,"D6031489","Digital Only - Monthly","typed/bookmarked"
"970","1569229","anonymous",1,0,1,0,0,"D6031462","Digital Only - Monthly","search engines"
"971","1569233","anonymous",1,0,1,0,0,"D6031486","Digital Only - Monthly","search engines"
"972","1569301","reg",1,0,0,0,1,"D6031571","Digital Only - Monthly","typed/bookmarked"
"973","1569369","anonymous",1,0,0,0,1,"D6039712","Digital Only - Monthly","typed/bookmarked"
"974","1569403","reg",1,0,1,0,0,"D6039811","Digital Only - Annual","search engines"
"975","1569415","anonymous",1,0,0,0,1,"D6039850","Premium (Digital + Print)","typed/bookmarked"
"976","1569438","anonymous",1,1,1,0,0,"D6039953","Digital Only - Monthly","search engines"
"977","1569439","anonymous",1,0,1,0,0,"D6039955","Digital Only - Monthly","search engines"
"978","1569490","anonymous",1,0,1,0,0,"D6040261","Digital Only - Annual","search engines"
"979","1569510","anonymous",1,1,1,0,0,"D6040359","Digital Only - Monthly","search engines"
"980","1569513","anonymous",1,0,0,0,1,"D6040374","Premium (Digital + Print)","typed/bookmarked"
"981","1569541","reg",1,0,0,0,1,"D6040527","All Access","typed/bookmarked"
"982","1569723","reg",1,0,1,0,0,"D6040706","Digital Only - Monthly","search engines"
"983","1569727","anonymous",1,1,0,0,0,"D6040710","All Access","other web sites"
"984","1569748","anonymous",1,0,1,0,0,"D6041473","All Access","search engines"
"985","1569763","anonymous",1,1,0,0,0,"D6056632","Digital Only - Monthly","other web sites"
"986","1569784","subscribed",3,2,3,0,1,"D6075347","Digital Only - Annual","other web sites"
"987","1569785","anonymous",1,0,0,0,1,"D6041865","Digital Only - Monthly","typed/bookmarked"
"988","1569800","anonymous",1,0,0,0,1,"D6041908","Digital Only - Annual","typed/bookmarked"
"989","1569803","anonymous",1,0,1,0,0,"D6041920","Digital Only - Monthly","search engines"
"990","1569814","reg",1,0,0,0,1,"D6041948","Digital Only - Annual","typed/bookmarked"
"991","1569822","subscribed",1,0,1,0,1,"D6041961","Digital Only - Monthly","search engines"
"992","1569833","reg",5,1,1,0,5,"D6064518","Digital Only - Monthly","search engines"
"993","1569850","reg",1,0,0,0,1,"D6042031","Digital Only - Monthly","typed/bookmarked"
"994","1569854","anonymous",1,0,1,0,0,"D6042049","Digital Only - Annual","search engines"
"995","1569856","reg",2,0,1,0,2,"D6042845","All Access","typed/bookmarked"
"996","1569868","reg",1,0,1,0,0,"D6042074","Digital Only - Annual","search engines"
"997","1570014","reg",16,2,6,1,14,"D6288494","Digital Only - Annual","typed/bookmarked"
"998","1570050","reg",1,0,0,0,1,"D6042319","Premium (Digital + Print)","typed/bookmarked"
"999","1570077","anonymous",1,0,1,0,0,"D6042486","Premium (Digital + Print)","search engines"
"1000","1570079","subscribed",1,0,2,0,0,"D6042491","Digital Only - Monthly","search engines"
"1001","1570088","anonymous",1,0,0,0,1,"D6042515","Premium (Digital + Print)","typed/bookmarked"
"1002","1570214","anonymous",1,0,0,0,1,"D6088475","Digital Only - Monthly","typed/bookmarked"
"1003","1570273","anonymous",1,0,1,0,0,"D6042896","Digital Only - Monthly","search engines"
"1004","1570285","reg",1,0,3,0,0,"D6042982","Digital Only - Annual","search engines"
"1005","1570298","anonymous",1,0,1,0,0,"D6043037","All Access","search engines"
"1006","1570314","anonymous",1,0,1,0,0,"D6043103","Digital Only - Monthly","search engines"
"1007","1570317","anonymous",1,0,1,0,0,"D6043108","Premium (Digital + Print)","search engines"
"1008","1570358","reg",1,1,1,0,0,"D6043125","Digital Only - Monthly","other web sites"
"1009","1570466","anonymous",1,0,1,0,0,"D6043172","All Access","search engines"
"1010","1570503","anonymous",1,0,0,0,1,"D6043226","Digital Only - Monthly","typed/bookmarked"
"1011","1570519","reg",1,2,1,0,0,"D6043292","Digital Only - Annual","other web sites"
"1012","1570529","reg",6,0,2,0,4,"D6263096","Digital Only - Monthly","typed/bookmarked"
"1013","1570535","subscribed",1,0,2,0,1,"D6043291","Digital Only - Monthly","search engines"
"1014","1570557","anonymous",1,0,1,0,0,"D6043391","Digital Only - Annual","search engines"
"1015","1570579","anonymous",1,0,0,0,1,"D6043483","Digital Only - Annual","typed/bookmarked"
"1016","1570590","subscribed",2,0,1,1,3,"D6271362","All Access","typed/bookmarked"
"1017","1570593","anonymous",1,0,1,0,0,"D6043540","Digital Only - Monthly","search engines"
"1018","1570611","anonymous",1,1,0,0,0,"D6043566","Digital Only - Annual","other web sites"
"1019","1570627","anonymous",1,0,1,0,0,"D6043590","Digital Only - Monthly","search engines"
"1020","1570675","subscribed",1,0,1,1,0,"D6043669","Digital Only - Monthly","social networks"
"1021","1570689","anonymous",1,0,1,0,0,"D6043675","Digital Only - Annual","search engines"
"1022","1570754","reg",4,1,0,0,4,"D6075841","Digital Only - Annual","typed/bookmarked"
"1023","1570835","reg",7,1,1,0,5,"D6269723","Digital Only - Monthly","typed/bookmarked"
"1024","1570838","reg",1,0,1,0,1,"D6043793","Premium (Digital + Print)","search engines"
"1025","1570844","subscribed",1,0,1,0,1,"D6043796","Digital Only - Annual","typed/bookmarked"
"1026","1570872","subscribed",1,0,2,1,1,"D6043940","Digital Only - Monthly","search engines"
"1027","1570986","reg",1,0,1,0,0,"D6046091","Digital Only - Annual","search engines"
"1028","1570996","anonymous",1,0,1,0,1,"D6046257","Digital Only - Monthly","search engines"
"1029","1571057","anonymous",1,0,1,0,0,"D6046368","Digital Only - Annual","search engines"
"1030","1571064","anonymous",1,0,1,0,0,"D6046398","Digital Only - Monthly","search engines"
"1031","1571066","anonymous",1,1,0,0,0,"D6046410","Digital Only - Monthly","other web sites"
"1032","1571067","reg",1,0,1,0,1,"D6046413","Digital Only - Annual","search engines"
"1033","1571076","anonymous",1,1,1,0,0,"D6046415","Digital Only - Monthly","search engines"
"1034","1571100","reg",1,1,0,0,0,"D6046463","Digital Only - Monthly","other web sites"
"1035","1571333","anonymous",1,0,1,0,0,"D6055508","Digital Only - Monthly","search engines"
"1036","1571374","reg",1,0,0,0,1,"D6055590","Digital Only - Annual","typed/bookmarked"
"1037","1571405","anonymous",1,0,1,0,0,"D6075263","Digital Only - Monthly","search engines"
"1038","1571440","anonymous",1,0,1,0,0,"D6055863","Digital Only - Monthly","search engines"
"1039","1571445","anonymous",1,0,1,0,0,"D6055885","Premium (Digital + Print)","search engines"
"1040","1571462","anonymous",1,1,0,0,0,"D6055982","Digital Only - Monthly","other web sites"
"1041","1571472","subscribed",15,89,6,0,5,"D6271000","All Access","search engines"
"1042","1571486","anonymous",1,0,1,0,0,"D6056144","Digital Only - Monthly","search engines"
"1043","1571490","anonymous",1,0,1,0,0,"D6056155","Digital Only - Monthly","search engines"
"1044","1571567","reg",5,1,6,0,1,"D6076362","Digital Only - Annual","search engines"
"1045","1571603","reg",3,0,0,0,3,"D6263445","Digital Only - Monthly","typed/bookmarked"
"1046","1571618","anonymous",1,0,1,0,0,"D6056340","Digital Only - Monthly","search engines"
"1047","1571638","subscribed",3,1,2,0,1,"D6081071","Digital Only - Monthly","typed/bookmarked"
"1048","1571655","reg",2,0,1,0,1,"D6064374","Digital Only - Annual","search engines"
"1049","1571670","anonymous",1,1,0,0,0,"D6056554","Digital Only - Annual","other web sites"
"1050","1571700","reg",6,0,3,0,10,"D6076178","Digital Only - Annual","typed/bookmarked"
"1051","1571707","reg",1,1,0,0,0,"D6056638","Premium (Digital + Print)","other web sites"
"1052","1571753","reg",1,0,1,0,0,"D6056898","Digital Only - Annual","search engines"
"1053","1571754","reg",1,0,1,0,0,"D6056912","Digital Only - Monthly","search engines"
"1054","1571757","reg",1,0,1,0,0,"D6056913","All Access","search engines"
"1055","1571774","reg",1,0,1,0,0,"D6056948","Premium (Digital + Print)","search engines"
"1056","1571781","subscribed",1,0,2,0,1,"D6056975","Digital Only - Monthly","search engines"
"1057","1571786","anonymous",1,1,0,0,0,"D6056981","Premium (Digital + Print)","other web sites"
"1058","1571793","anonymous",1,0,1,0,0,"D6057020","Digital Only - Monthly","search engines"
"1059","1571801","subscribed",1,0,0,0,2,"D6057060","Digital Only - Monthly","typed/bookmarked"
"1060","1571806","anonymous",1,0,1,0,0,"D6057087","Digital Only - Annual","search engines"
"1061","1571807","reg",1,0,0,1,0,"D6057090","Digital Only - Annual","social networks"
"1062","1571808","anonymous",1,0,0,0,1,"D6057089","Digital Only - Monthly","typed/bookmarked"
"1063","1571824","anonymous",1,0,1,0,0,"D6057134","Digital Only - Monthly","search engines"
"1064","1571828","anonymous",1,0,0,0,1,"D6057139","Digital Only - Monthly","typed/bookmarked"
"1065","1571842","anonymous",1,0,0,1,0,"D6057274","Digital Only - Monthly","social networks"
"1066","1571921","reg",7,0,0,1,7,"D6109761","Digital Only - Annual","typed/bookmarked"
